train_acc,train_loss,val_acc,test_acc,test_acc_std,lr,epoch,model,layers,hidden_dims,total_epochs,runtime,test_size,val_size,train_size,representation
0.7078189300411523,9.061921834945679,0.37037037037037035,0.6506849315068493,0.034246575342465724,1e-05,130,GINE,2,128,200,465.3061488866806,5,27,243,node_only
0.6790123456790124,9.734900414943695,0.4074074074074074,0.636986301369863,0.006849315068493178,1e-05,135,GINE,2,256,200,962.2375789880753,5,27,243,node_only
0.6337448559670782,9.654933214187622,0.4074074074074074,0.6506849315068493,0.0068493150684931225,1e-05,126,GINE,3,128,200,808.930428981781,5,27,243,node_only
0.5843621399176955,9.999066889286041,0.4074074074074074,0.6301369863013698,0.0273972602739726,1e-05,128,GINE,3,256,200,1841.7513761520386,5,27,243,node_only
0.6625514403292181,8.942363023757935,0.18518518518518517,0.6438356164383561,0.0136986301369863,1e-05,122,GCN,2,128,200,233.32309663295746,5,27,243,node_only
0.551440329218107,10.297982931137085,0.3333333333333333,0.5616438356164384,0.0,1e-05,127,GCN,2,256,200,523.873127579689,5,27,243,node_only
0.5432098765432098,10.224657714366913,0.37037037037037035,0.5616438356164384,0.0,1e-05,121,GCN,3,128,200,346.0467153787613,5,27,243,node_only
0.5349794238683128,10.276758670806885,0.37037037037037035,0.5616438356164384,0.0,1e-05,138,GCN,3,256,200,771.4120835065842,5,27,243,node_only
0.6584362139917695,8.756797969341278,0.25925925925925924,0.636986301369863,0.020547945205479423,1e-05,129,GlobalAttentionNet,2,128,200,118.21016764640808,5,27,243,node_only
0.654320987654321,8.327284783124924,0.3333333333333333,0.6164383561643836,0.0,1e-05,132,GlobalAttentionNet,2,256,200,215.76161646842957,5,27,243,node_only
0.6460905349794238,8.954344600439072,0.3333333333333333,0.6027397260273972,0.0410958904109589,1e-05,127,GlobalAttentionNet,3,128,200,198.01591789722443,5,27,243,node_only
0.6213991769547325,9.399604976177216,0.2962962962962963,0.6164383561643836,0.0,1e-05,133,GlobalAttentionNet,3,256,200,395.6473706960678,5,27,243,node_only
0.6831275720164609,8.298803985118866,0.18518518518518517,0.6232876712328768,0.02054794520547948,1e-05,137,SAGPool,2,128,200,119.46952044963837,5,27,243,node_only
0.6584362139917695,8.469369381666183,0.4444444444444444,0.6164383561643836,0.0136986301369863,1e-05,142,SAGPool,2,256,200,223.2856526374817,5,27,243,node_only
0.6584362139917695,8.286799281835556,0.2962962962962963,0.6301369863013699,0.0136986301369863,1e-05,124,SAGPool,3,128,200,262.9788519144058,5,27,243,node_only
0.691358024691358,7.788996458053589,0.2222222222222222,0.6095890410958904,0.006849315068493178,1e-05,126,SAGPool,3,256,200,519.9950904846191,5,27,243,node_only
