train_acc,train_loss,val_acc,test_acc,lr,epoch,model,layers,hidden_dims,epochs,runtime,total_examples,test_size,val_size,train_size,object_complexity,relation_complexity
0.7142857142857143,0.0,0.0,0.0,0.06999999999999999,16,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.7142857142857143,0.0,0.0,0.0,0.048999999999999995,17,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,0.0,0.0,0.5,0.048999999999999995,18,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.7142857142857143,24.048404693603516,0.0,1.0,0.048999999999999995,19,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,12.62325382232666,0.0,0.5,0.048999999999999995,20,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,0.0,0.0,0.5,0.048999999999999995,21,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,0.0,0.0,0.0,0.048999999999999995,22,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,43.71092987060547,0.0,0.0,0.0343,23,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,0.0,0.0,0.0,0.0343,24,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,4.938661959386081e-07,0.0,0.0,0.0343,25,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,2.8230395317077637,0.0,0.0,0.0343,26,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,0.0,0.0,0.0,0.0343,27,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,0.0,0.0,0.5,0.0343,28,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,0.0,0.0,0.5,0.024009999999999997,29,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,0.0,0.0,0.5,0.024009999999999997,30,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,0.0,0.0,0.5,0.024009999999999997,31,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.42857142857142855,14.20860767364502,0.0,0.5,0.024009999999999997,32,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.5714285714285714,0.0,0.0,0.5,0.024009999999999997,33,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.8571428571428571,0.0,0.0,1.0,0.024009999999999997,34,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
1.0,0.0,0.0,1.0,0.016806999999999996,35,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
1.0,0.0,0.0,1.0,0.016806999999999996,36,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
1.0,0.0,0.0,1.0,0.016806999999999996,37,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
1.0,0.0,0.0,0.5,0.016806999999999996,38,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
1.0,0.0,0.0,0.5,0.016806999999999996,39,GIN,5,256,40,0.7788281440734863,10,2,1,7,10,5
0.6428571428571429,0.748430609703064,0.5,0.0,0.1,0,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,3.191417932510376,0.5,1.0,0.1,1,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,5.5475053787231445,0.5,1.0,0.1,2,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,21.155452728271484,0.5,1.0,0.1,3,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,55.85795974731445,0.5,1.0,0.1,4,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,4.8088860511779785,0.5,1.0,0.1,5,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,16.054019927978516,0.5,1.0,0.1,6,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,8.428261756896973,0.5,1.0,0.06999999999999999,7,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,7.807937145233154,0.5,1.0,0.06999999999999999,8,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,1.5487176179885864,0.5,1.0,0.06999999999999999,9,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,30.18212890625,0.5,1.0,0.06999999999999999,10,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,1.013702630996704,0.5,1.0,0.06999999999999999,11,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,3.7791988849639893,0.5,1.0,0.06999999999999999,12,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,14.532280921936035,0.5,1.0,0.048999999999999995,13,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.35714285714285715,4.538173198699951,0.5,1.0,0.048999999999999995,14,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.42857142857142855,2.9157721996307373,0.5,1.0,0.048999999999999995,15,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,0.11297506093978882,0.0,0.75,0.048999999999999995,16,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,4.822927951812744,0.5,0.75,0.048999999999999995,17,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.42857142857142855,2.1033263206481934,0.5,0.75,0.048999999999999995,18,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,2.359395980834961,0.5,0.5,0.0343,19,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.6428571428571429,2.2135062217712402,0.5,0.0,0.0343,20,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,1.553063154220581,1.0,0.0,0.0343,21,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,1.1587556600570679,1.0,0.0,0.0343,22,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,1.1175822019577026,0.5,0.0,0.0343,23,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,1.4731260538101196,0.0,0.0,0.0343,24,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,0.18614423274993896,0.0,0.0,0.0343,25,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,0.3108866214752197,0.0,0.0,0.0343,26,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,0.03326062858104706,0.5,0.0,0.0343,27,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,1.0557332038879395,0.5,0.0,0.024009999999999997,28,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,1.6631115674972534,0.5,0.0,0.024009999999999997,29,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5714285714285714,0.10650122910737991,0.5,0.0,0.024009999999999997,30,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,1.1441128253936768,0.0,0.0,0.024009999999999997,31,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.5,1.2061842679977417,0.0,0.0,0.024009999999999997,32,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.6428571428571429,1.0139130353927612,0.5,0.0,0.024009999999999997,33,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7857142857142857,0.19600006937980652,0.5,0.0,0.016806999999999996,34,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7857142857142857,0.09445083141326904,0.5,0.0,0.016806999999999996,35,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7142857142857143,0.6027030944824219,0.5,0.0,0.016806999999999996,36,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7142857142857143,0.5746964812278748,0.5,0.0,0.016806999999999996,37,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7857142857142857,1.4560328722000122,0.5,0.0,0.016806999999999996,38,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7857142857142857,1.2752808332443237,0.5,0.0,0.016806999999999996,39,GIN,5,256,40,0.8766977787017822,20,4,2,14,10,5
0.7142857142857143,2.209094762802124,0.0,0.0,0.1,0,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.2857142857142857,45.662166595458984,1.0,1.0,0.1,1,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,113.20425605773926,0.0,0.0,0.1,2,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,73.3784294128418,0.0,0.0,0.1,3,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,91.68926239013672,0.0,0.0,0.1,4,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,17.461790561676025,0.0,0.0,0.1,5,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,99.58683395385742,0.0,0.0,0.1,6,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,20.68042278289795,0.0,0.0,0.1,7,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,78.97222709655762,0.0,0.0,0.06999999999999999,8,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6666666666666666,24.449695587158203,0.0,0.0,0.06999999999999999,9,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6666666666666666,54.21100425720215,0.0,0.0,0.06999999999999999,10,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,24.831906914711,0.0,0.0,0.06999999999999999,11,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,30.65505723655224,0.0,0.0,0.06999999999999999,12,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,39.5879693031311,0.0,0.0,0.06999999999999999,13,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,54.23093605041504,0.0,0.0,0.048999999999999995,14,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,16.299413681030273,0.0,0.0,0.048999999999999995,15,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,24.076025009155273,0.0,0.0,0.048999999999999995,16,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,10.861677587032318,0.3333333333333333,0.0,0.048999999999999995,17,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,16.296757698059082,0.0,0.0,0.048999999999999995,18,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,11.674935817718506,0.0,0.0,0.048999999999999995,19,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,7.991293907165527,0.0,0.0,0.0343,20,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,16.76567268371582,0.0,0.0,0.0343,21,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.5714285714285714,6.540861129760742,0.3333333333333333,0.0,0.0343,22,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6666666666666666,4.801887273788452,0.3333333333333333,0.16666666666666666,0.0343,23,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6666666666666666,2.370396137237549,0.3333333333333333,0.16666666666666666,0.0343,24,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6666666666666666,2.1139243841171265,0.3333333333333333,0.16666666666666666,0.0343,25,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.6190476190476191,2.4550323486328125,0.3333333333333333,0.16666666666666666,0.024009999999999997,26,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,1.0652861595153809,0.3333333333333333,0.16666666666666666,0.024009999999999997,27,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,1.1830765902996063,0.0,0.16666666666666666,0.024009999999999997,28,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,2.104487419128418,0.0,0.0,0.024009999999999997,29,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.014100581407547,0.0,0.0,0.024009999999999997,30,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.1640092432498932,0.0,0.0,0.024009999999999997,31,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.2049499452114105,0.0,0.0,0.016806999999999996,32,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.8095238095238095,1.1993959248065948,0.0,0.0,0.016806999999999996,33,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,0.9928444623947144,0.0,0.0,0.016806999999999996,34,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.3043627738952637,0.0,0.0,0.016806999999999996,35,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.1999202370643616,0.0,0.0,0.016806999999999996,36,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.0303305387496948,0.0,0.0,0.016806999999999996,37,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,0.9993301928043365,0.0,0.0,0.011764899999999997,38,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7619047619047619,1.0210488140583038,0.0,0.0,0.011764899999999997,39,GIN,5,256,40,1.4857501983642578,30,6,3,21,10,5
0.7142857142857143,7.698719561100006,0.0,0.0,0.1,0,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.2857142857142857,35.95891189575195,1.0,1.0,0.1,1,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.4642857142857143,33.7388391494751,0.75,0.625,0.1,2,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,36.39071178436279,0.0,0.0,0.1,3,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,35.835989475250244,0.0,0.0,0.1,4,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,17.00223708152771,0.0,0.0,0.1,5,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,7.413766622543335,0.0,0.0,0.1,6,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.39285714285714285,24.620932579040527,0.5,0.5,0.1,7,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6071428571428571,15.154516220092773,0.0,0.375,0.06999999999999999,8,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6428571428571429,8.184911012649536,0.0,0.125,0.06999999999999999,9,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6428571428571429,9.824900150299072,0.0,0.125,0.06999999999999999,10,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.75,5.394126653671265,0.0,0.0,0.06999999999999999,11,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,6.182032108306885,0.0,0.125,0.06999999999999999,12,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.75,2.215567111968994,0.5,0.0,0.06999999999999999,13,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.4642857142857143,2.5616942644119263,1.0,0.75,0.048999999999999995,14,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6071428571428571,1.354764699935913,0.75,0.25,0.048999999999999995,15,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2801084518432617,0.0,0.0,0.048999999999999995,16,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,2.013996720314026,0.0,0.0,0.048999999999999995,17,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.1836143732070923,0.0,0.0,0.048999999999999995,18,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6071428571428571,1.2287506461143494,0.0,0.0,0.048999999999999995,19,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.5,1.2412302494049072,0.0,0.375,0.0343,20,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6785714285714286,1.4265937805175781,0.0,0.0,0.0343,21,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.5209261178970337,0.0,0.0,0.0343,22,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2725698947906494,0.0,0.0,0.0343,23,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.293864905834198,0.0,0.0,0.0343,24,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.195976197719574,0.0,0.0,0.0343,25,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2362068891525269,0.0,0.0,0.024009999999999997,26,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.1934922337532043,0.0,0.0,0.024009999999999997,27,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.0641930103302002,0.0,0.0,0.024009999999999997,28,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.290415644645691,0.0,0.0,0.024009999999999997,29,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2040899991989136,0.0,0.0,0.024009999999999997,30,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.3093148469924927,0.0,0.0,0.024009999999999997,31,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2359938621520996,0.0,0.0,0.016806999999999996,32,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.305932879447937,0.0,0.0,0.016806999999999996,33,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2254642844200134,0.0,0.0,0.016806999999999996,34,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2233784198760986,0.0,0.0,0.016806999999999996,35,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.1522221565246582,0.0,0.0,0.016806999999999996,36,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.1824308037757874,0.0,0.0,0.016806999999999996,37,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.2619290947914124,0.0,0.0,0.011764899999999997,38,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.7142857142857143,1.1402672231197357,0.0,0.0,0.011764899999999997,39,GIN,5,256,40,1.6259872913360596,40,8,4,28,10,5
0.6285714285714286,9.284596502780914,0.4,0.9,0.1,0,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,135.02334022521973,0.8,0.1,0.1,1,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,56.901912689208984,0.8,0.1,0.1,2,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,31.086008151372262,0.8,0.1,0.1,3,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.4,59.388843297958374,0.2,0.8,0.1,4,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,41.80402374267578,0.8,0.1,0.1,5,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,58.675490379333496,0.8,0.1,0.1,6,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,29.55239963531494,0.8,0.1,0.1,7,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6285714285714286,55.33473587036133,0.8,0.1,0.06999999999999999,8,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.37142857142857144,79.18789482116699,0.4,0.8,0.06999999999999999,9,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.42857142857142855,94.87408447265625,0.6,0.7,0.06999999999999999,10,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6,49.65486812591553,0.8,0.2,0.06999999999999999,11,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.42857142857142855,33.65596055984497,0.2,0.9,0.06999999999999999,12,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6285714285714286,20.514195442199707,1.0,0.2,0.06999999999999999,13,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.4857142857142857,18.92882937192917,0.2,0.7,0.06999999999999999,14,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,10.610162019729614,1.0,0.2,0.06999999999999999,15,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,12.52118992805481,0.4,0.5,0.06999999999999999,16,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,19.606316089630127,0.8,0.2,0.06999999999999999,17,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,16.476702213287354,0.8,0.2,0.06999999999999999,18,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5142857142857142,22.70925545692444,0.8,0.2,0.06999999999999999,19,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.4857142857142857,6.290518522262573,0.8,0.5,0.048999999999999995,20,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6,8.28084909915924,1.0,0.1,0.048999999999999995,21,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5428571428571428,3.216322183609009,0.4,0.5,0.048999999999999995,22,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,2.6679826080799103,1.0,0.1,0.048999999999999995,23,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,2.0373799800872803,1.0,0.1,0.048999999999999995,24,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5428571428571428,2.260361433029175,1.0,0.1,0.048999999999999995,25,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6571428571428571,2.003306746482849,0.8,0.1,0.0343,26,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6,2.255063474178314,0.2,0.7,0.0343,27,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,3.424979507923126,0.4,0.5,0.0343,28,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6,1.8357276022434235,1.0,0.2,0.0343,29,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6,2.304328739643097,0.8,0.2,0.0343,30,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6571428571428571,2.365109384059906,0.6,0.3,0.0343,31,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,1.7577072083950043,0.0,0.7,0.024009999999999997,32,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,2.030489206314087,0.0,0.6,0.024009999999999997,33,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6285714285714286,1.9370973706245422,0.4,0.4,0.024009999999999997,34,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5428571428571428,2.029761254787445,0.2,0.4,0.024009999999999997,35,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6285714285714286,2.1338574290275574,0.0,0.8,0.024009999999999997,36,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.6857142857142857,2.178059697151184,0.0,0.6,0.024009999999999997,37,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5428571428571428,1.8883398175239563,0.6,0.5,0.016806999999999996,38,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.5714285714285714,1.8654608726501465,0.8,0.2,0.016806999999999996,39,GIN,5,256,40,2.1198251247406006,50,10,5,35,10,5
0.7142857142857143,18.282422602176666,0.0,0.0,0.1,0,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,53.67496871948242,0.0,0.0,0.1,1,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,71.79871797561646,0.0,0.0,0.1,2,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.2857142857142857,36.73271656036377,1.0,1.0,0.1,3,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,61.1949405670166,0.0,0.0,0.1,4,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,23.12934160232544,0.0,0.0,0.1,5,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,23.442877292633057,0.0,0.0,0.1,6,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.6904761904761905,10.797574996948242,0.0,0.0,0.1,7,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,24.569479942321777,0.0,0.0,0.1,8,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.6666666666666666,11.533942639827728,0.0,0.16666666666666666,0.1,9,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,3.7897355556488037,0.0,0.08333333333333333,0.06999999999999999,10,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,4.48828649520874,0.0,0.0,0.06999999999999999,11,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
0.7142857142857143,4.880997717380524,0.0,0.0,0.06999999999999999,12,GIN,5,256,40,2.3958020210266113,60,12,6,42,10,5
