train_acc,train_loss,val_acc,test_acc,test_acc_std,lr,epoch,model,layers,hidden_dims,total_epochs,runtime,test_size,val_size,train_size,representation
0.9014084507042254,1.2618847973644733,0.875,0.8095238095238095,0.023809523809523836,1e-05,137,GINE,5,128,200,52.65715146064758,3,16,142,node_edge
0.8661971830985915,1.1387193724513054,0.75,0.7142857142857143,0.023809523809523836,1e-05,125,GINE,5,128,200,69.64964056015015,3,16,142,edge_based
0.8943661971830986,0.29526724945753813,0.75,0.8095238095238095,0.023809523809523836,1e-05,129,GINE,5,128,200,92.02682137489319,3,16,142,Klog
0.8873239436619719,1.5041824504733086,0.6875,0.7380952380952381,0.02380952380952378,1e-05,121,GINE,5,256,200,85.18256044387817,3,16,142,node_edge
0.8873239436619719,0.6547509003430605,0.8125,0.75,0.011904761904761862,1e-05,132,GINE,5,256,200,112.80847096443176,3,16,142,edge_based
0.9014084507042254,0.49312363378703594,0.8125,0.7857142857142857,0.023809523809523836,1e-05,134,GINE,5,256,200,174.41361546516418,3,16,142,Klog
0.9014084507042254,1.1631795279681683,0.75,0.7738095238095237,0.011904761904761918,1e-05,129,GINE,7,128,200,81.47297191619873,3,16,142,node_edge
0.8802816901408451,1.0141865275800228,0.8125,0.7619047619047619,0.0,1e-05,130,GINE,7,128,200,101.76779353618622,3,16,142,edge_based
0.7394366197183099,0.7743022963404655,0.8125,0.7857142857142857,0.0,1e-05,129,GINE,7,128,200,143.6422153711319,3,16,142,Klog
0.8732394366197183,1.5695475861430168,0.9375,0.75,0.011904761904761862,1e-05,134,GINE,7,256,200,138.50451862812042,3,16,142,node_edge
0.8591549295774648,2.325072303414345,0.9375,0.7619047619047619,0.02380952380952378,1e-05,131,GINE,7,256,200,167.59493851661682,3,16,142,edge_based
0.8309859154929577,0.7988337893038988,0.6875,0.7142857142857143,0.023809523809523836,1e-05,130,GINE,7,256,200,233.24212038516998,3,16,142,Klog
0.8450704225352113,1.7937788367271423,0.875,0.75,0.011904761904761862,1e-05,132,GINE,9,128,200,108.53430485725403,3,16,142,node_edge
0.8591549295774648,1.4526286497712135,0.875,0.7380952380952381,0.02380952380952378,1e-05,133,GINE,9,128,200,127.69005692005157,3,16,142,edge_based
0.8873239436619719,1.3315534926950932,0.75,0.7619047619047619,0.0,1e-05,127,GINE,9,128,200,170.85063004493713,3,16,142,Klog
0.8591549295774648,1.513389728963375,0.9375,0.8452380952380952,0.011904761904761862,1e-05,139,GINE,9,256,200,145.265815615654,3,16,142,node_edge
0.8873239436619719,1.4490701705217361,0.8125,0.7619047619047619,0.0,1e-05,141,GINE,9,256,200,143.87501978874207,3,16,142,edge_based
0.7816901408450704,1.8009482622146606,0.75,0.7857142857142858,0.047619047619047616,1e-05,129,GINE,9,256,200,201.14171302318573,3,16,142,Klog
0.5704225352112676,4.668550729751587,0.6875,0.6785714285714286,0.0357142857142857,1e-05,122,GCN,5,128,200,21.286428570747375,3,16,142,node_edge
0.4507042253521127,5.549551844596863,0.5,0.5,0.0,1e-05,121,GCN,5,128,200,26.402575492858887,3,16,142,edge_based
0.5563380281690141,4.201724261045456,0.6875,0.6904761904761905,0.0714285714285714,1e-05,131,GCN,5,128,200,41.12583148479462,3,16,142,Klog
0.5704225352112676,4.849747657775879,0.625,0.6428571428571429,0.0,1e-05,129,GCN,5,256,200,32.71973693370819,3,16,142,node_edge
0.4859154929577465,5.587999641895294,0.375,0.5595238095238095,0.059523809523809534,1e-05,125,GCN,5,256,200,37.36088490486145,3,16,142,edge_based
0.7676056338028169,2.395903930068016,0.875,0.6904761904761905,0.11904761904761907,1e-05,136,GCN,5,256,200,60.945363879203796,3,16,142,Klog
0.704225352112676,3.4761865437030792,0.8125,0.7023809523809523,0.011904761904761918,1e-05,127,GCN,7,128,200,26.667064905166626,3,16,142,node_edge
0.5985915492957746,4.772651553153992,0.5625,0.5833333333333333,0.08333333333333331,1e-05,125,GCN,7,128,200,29.521728515625,3,16,142,edge_based
0.4507042253521127,5.545121788978577,0.375,0.5,0.0,1e-05,121,GCN,7,128,200,45.65218389034271,3,16,142,Klog
0.45774647887323944,5.549815833568573,0.5,0.5952380952380952,0.09523809523809523,1e-05,121,GCN,7,256,200,41.10229504108429,3,16,142,node_edge
0.5915492957746479,4.077982157468796,0.5,0.5833333333333333,0.08333333333333331,1e-05,125,GCN,7,256,200,50.67593550682068,3,16,142,edge_based
0.4507042253521127,5.528106391429901,0.375,0.6666666666666667,0.16666666666666669,1e-05,123,GCN,7,256,200,78.15957999229431,3,16,142,Klog
0.47183098591549294,5.562442362308502,0.5,0.5,0.0,1e-05,121,GCN,9,128,200,31.230653047561646,3,16,142,node_edge
0.45774647887323944,5.545796751976013,0.5,0.5,0.0,1e-05,121,GCN,9,128,200,38.325934052467346,3,16,142,edge_based
0.47183098591549294,5.549087643623352,0.375,0.5,0.0,1e-05,121,GCN,9,128,200,58.1341313123703,3,16,142,Klog
0.5,5.309571444988251,0.5625,0.5714285714285714,0.07142857142857145,1e-05,127,GCN,9,256,200,51.04778861999512,3,16,142,node_edge
0.4647887323943662,5.507893264293671,0.25,0.5,0.0,1e-05,121,GCN,9,256,200,58.98559105396271,3,16,142,edge_based
0.4507042253521127,5.551877021789551,0.4375,0.5,0.0,1e-05,122,GCN,9,256,200,93.40879893302917,3,16,142,Klog
0.7535211267605634,2.2802530229091644,0.8125,0.7619047619047619,0.047619047619047616,1e-05,131,GlobalAttentionNet,5,128,200,12.486847043037415,3,16,142,node_edge
0.5774647887323944,4.004533618688583,0.5625,0.5595238095238095,0.059523809523809534,1e-05,122,GlobalAttentionNet,5,128,200,14.187375903129578,3,16,142,edge_based
0.823943661971831,1.7936929166316986,0.8125,0.7857142857142857,0.0,1e-05,129,GlobalAttentionNet,5,128,200,26.59319508075714,3,16,142,Klog
0.8169014084507042,1.6430910900235176,0.625,0.7380952380952381,0.047619047619047616,1e-05,135,GlobalAttentionNet,5,256,200,23.555259943008423,3,16,142,node_edge
0.7253521126760564,2.760962501168251,0.625,0.6547619047619048,0.08333333333333337,1e-05,132,GlobalAttentionNet,5,256,200,26.230958104133606,3,16,142,edge_based
0.44366197183098594,5.557885646820068,0.5,0.6071428571428572,0.10714285714285715,1e-05,121,GlobalAttentionNet,5,256,200,43.5410635471344,3,16,142,Klog
0.4647887323943662,5.543760061264038,0.4375,0.5,0.0,1e-05,121,GlobalAttentionNet,7,128,200,16.46383249759674,3,16,142,node_edge
0.5,5.211894243955612,0.4375,0.5119047619047619,0.011904761904761918,1e-05,121,GlobalAttentionNet,7,128,200,18.850273966789246,3,16,142,edge_based
0.7394366197183099,3.4142433404922485,0.875,0.5952380952380952,0.09523809523809523,1e-05,136,GlobalAttentionNet,7,128,200,35.973466873168945,3,16,142,Klog
0.8732394366197183,0.9137840550392866,0.75,0.6904761904761905,0.09523809523809523,1e-05,136,GlobalAttentionNet,7,256,200,33.784903168678284,3,16,142,node_edge
0.4859154929577465,5.534009754657745,0.375,0.5357142857142857,0.0357142857142857,1e-05,121,GlobalAttentionNet,7,256,200,35.536487340927124,3,16,142,edge_based
0.4647887323943662,5.555326342582703,0.5,0.5,0.0,1e-05,121,GlobalAttentionNet,7,256,200,57.54760551452637,3,16,142,Klog
0.8450704225352113,1.3427349012345076,0.8125,0.7619047619047619,0.02380952380952378,1e-05,130,GlobalAttentionNet,9,128,200,21.747297763824463,3,16,142,node_edge
0.4647887323943662,5.544621765613556,0.4375,0.5,0.0,1e-05,121,GlobalAttentionNet,9,128,200,23.219971537590027,3,16,142,edge_based
0.45774647887323944,5.54205060005188,0.3125,0.5,0.0,1e-05,121,GlobalAttentionNet,9,128,200,39.91917645931244,3,16,142,Klog
0.47183098591549294,5.561415314674377,0.375,0.5714285714285714,0.07142857142857145,1e-05,124,GlobalAttentionNet,9,256,200,40.226061940193176,3,16,142,node_edge
0.47183098591549294,5.5453298687934875,0.4375,0.5,0.0,1e-05,121,GlobalAttentionNet,9,256,200,42.72621512413025,3,16,142,edge_based
0.44366197183098594,5.558368980884552,0.4375,0.5,0.0,1e-05,121,GlobalAttentionNet,9,256,200,70.48599243164062,3,16,142,Klog
