,epoch,_wandb,val_acc,test_acc,_timestamp,lr,_step,_runtime,train_acc,fold,model,layers,dataset,batch_size,hidden_dims,repetitions,dataset_size
1528,199.0,{'runtime': 5},0.8333333333333334,0.75,1702219759.919471,1e-05,199.0,9.254626035690308,0.8076923076923077,4,GlobalAttentionNet,1,HotKlog,32,16,0,25
1529,199.0,{'runtime': 6},0.6666666666666666,0.7065217391304348,1702219758.158752,1e-05,199.0,7.181253910064697,0.6923076923076923,4,GlobalAttentionNet,1,HotKlog,32,16,1,25
1530,199.0,{'runtime': 6},0.6666666666666666,0.7065217391304348,1702219757.20733,1e-05,199.0,7.613734006881714,0.6923076923076923,4,SAGPool,1,HotKlog,32,16,1,25
1531,199.0,{'runtime': 7},0.6666666666666666,0.7065217391304348,1702219756.338827,1e-05,199.0,7.760077953338623,0.6923076923076923,4,GCN,1,HotKlog,32,16,0,25
1532,199.0,{'runtime': 6},0.6666666666666666,0.7065217391304348,1702219756.627819,1e-05,199.0,7.340605974197388,0.6923076923076923,4,SAGPool,1,HotKlog,32,16,0,25
1533,199.0,{'runtime': 7},0.6666666666666666,0.7065217391304348,1702219757.050326,1e-05,199.0,8.05965518951416,0.6923076923076923,4,GCN,1,HotKlog,32,16,1,25
1534,199.0,{'runtime': 8},0.5,0.7717391304347826,1702219753.305673,1e-05,199.0,9.667184829711914,1.0,4,GIN,1,HotKlog,32,16,1,25
1535,199.0,{'runtime': 8},0.5,0.7717391304347826,1702219751.1550348,1e-05,199.0,8.848070859909058,1.0,4,GIN,1,HotKlog,32,16,0,25
1536,199.0,{'runtime': 5},1.0,0.9347826086956522,1702219744.6156092,1e-05,199.0,6.413039207458496,1.0,3,GlobalAttentionNet,4,HotKlog,32,64,1,25
1537,199.0,{'runtime': 5},0.8333333333333334,0.75,1702219739.005389,1e-05,199.0,6.696390867233276,0.9230769230769232,3,GlobalAttentionNet,4,HotKlog,32,64,0,25
1538,199.0,{'runtime': 7},0.8333333333333334,0.782608695652174,1702219737.388256,1e-05,199.0,8.418049097061157,1.0,3,SAGPool,4,HotKlog,32,64,1,25
1539,199.0,{'runtime': 7},0.8333333333333334,0.7717391304347826,1702219736.6710668,1e-05,199.0,8.353893756866455,1.0,3,GCN,4,HotKlog,32,64,1,25
1540,199.0,{'runtime': 6},0.8333333333333334,0.7391304347826086,1702219744.466505,1e-05,199.0,10.708352088928224,0.9230769230769232,3,SAGPool,4,HotKlog,32,64,0,25
1541,199.0,{'runtime': 8},0.8333333333333334,0.6521739130434783,1702219736.120796,1e-05,199.0,9.248332023620604,0.9230769230769232,3,GCN,4,HotKlog,32,64,0,25
1542,199.0,{'runtime': 10},0.5,0.7065217391304348,1702219734.671211,1e-05,199.0,11.260658025741575,1.0,3,GIN,4,HotKlog,32,64,0,25
1543,199.0,{'runtime': 10},1.0,0.8043478260869565,1702219734.789974,1e-05,199.0,11.29784607887268,1.0,3,GIN,4,HotKlog,32,64,1,25
1544,199.0,{'runtime': 8},1.0,0.9565217391304348,1702219730.4726248,1e-05,199.0,8.891865730285645,1.0,3,GlobalAttentionNet,3,HotKlog,32,64,0,25
1545,199.0,{'runtime': 7},1.0,0.9782608695652174,1702219735.1950688,1e-05,199.0,8.644215822219849,1.0,3,GlobalAttentionNet,3,HotKlog,32,64,1,25
1546,199.0,{'runtime': 6},1.0,0.8369565217391305,1702219724.144508,1e-05,199.0,12.167356967926024,1.0,3,SAGPool,3,HotKlog,32,64,1,25
1547,199.0,{'runtime': 6},1.0,0.782608695652174,1702219716.319406,1e-05,199.0,7.1621880531311035,1.0,3,SAGPool,3,HotKlog,32,64,0,25
1548,199.0,{'runtime': 6},0.8333333333333334,0.6847826086956522,1702219715.9465332,1e-05,199.0,7.09181022644043,0.9230769230769232,3,GCN,3,HotKlog,32,64,1,25
1549,199.0,{'runtime': 6},0.8333333333333334,0.7717391304347826,1702219715.199266,1e-05,199.0,6.918294906616211,1.0,3,GCN,3,HotKlog,32,64,0,25
1550,199.0,{'runtime': 5},1.0,0.7717391304347826,1702219718.819417,1e-05,199.0,6.529299020767212,1.0,3,GIN,3,HotKlog,32,64,1,25
1551,199.0,{'runtime': 6},0.6666666666666666,0.75,1702219716.878747,1e-05,199.0,7.123439073562622,1.0,3,GIN,3,HotKlog,32,64,0,25
1552,199.0,{'runtime': 8},1.0,0.8586956521739131,1702219711.698111,1e-05,199.0,9.517231941223145,1.0,3,GlobalAttentionNet,2,HotKlog,32,64,1,25
1553,199.0,{'runtime': 8},0.8333333333333334,0.8152173913043478,1702219711.700993,1e-05,199.0,9.568932056427002,1.0,3,GlobalAttentionNet,2,HotKlog,32,64,0,25
1554,199.0,{'runtime': 8},0.8333333333333334,0.782608695652174,1702219709.9633548,1e-05,199.0,8.993681907653809,1.0,3,SAGPool,2,HotKlog,32,64,1,25
1555,199.0,{'runtime': 8},1.0,0.8043478260869565,1702219709.8174698,1e-05,199.0,9.26137375831604,1.0,3,SAGPool,2,HotKlog,32,64,0,25
1556,199.0,{'runtime': 6},1.0,0.7934782608695652,1702219695.509582,1e-05,199.0,7.542431116104126,0.9230769230769232,3,GCN,2,HotKlog,32,64,1,25
1557,199.0,{'runtime': 7},0.8333333333333334,0.8478260869565217,1702219695.4872189,1e-05,199.0,8.245239973068237,1.0,3,GIN,2,HotKlog,32,64,1,25
1558,199.0,{'runtime': 7},1.0,0.7934782608695652,1702219695.387285,1e-05,199.0,7.880592107772827,0.9230769230769232,3,GCN,2,HotKlog,32,64,0,25
1559,199.0,{'runtime': 7},1.0,0.782608695652174,1702219693.903255,1e-05,199.0,8.324665069580078,0.9615384615384616,3,GlobalAttentionNet,1,HotKlog,32,64,1,25
1560,199.0,{'runtime': 7},1.0,0.9021739130434784,1702219695.007854,1e-05,199.0,8.717720031738281,1.0,3,GIN,2,HotKlog,32,64,0,25
1561,199.0,{'runtime': 7},1.0,0.7934782608695652,1702219693.62624,1e-05,199.0,12.00239610671997,1.0,3,GlobalAttentionNet,1,HotKlog,32,64,0,25
1562,199.0,{'runtime': 8},1.0,0.7717391304347826,1702219690.343861,1e-05,199.0,9.562820196151732,0.8846153846153846,3,SAGPool,1,HotKlog,32,64,0,25
1563,199.0,{'runtime': 9},0.8333333333333334,0.7717391304347826,1702219691.481707,1e-05,199.0,10.129873037338257,0.9615384615384616,3,SAGPool,1,HotKlog,32,64,1,25
1564,199.0,{'runtime': 9},1.0,0.7934782608695652,1702219689.6827872,1e-05,199.0,10.024694204330444,0.9615384615384616,3,GCN,1,HotKlog,32,64,0,25
