,_step,_wandb,val_acc,train_acc,_timestamp,lr,epoch,_runtime,test_acc,fold,model,layers,dataset,batch_size,hidden_dims,repetitions,dataset_size
351,199.0,{'runtime': 11},0.9230769230769232,0.9,1702388184.941062,1e-05,199.0,11.874767065048218,0.7717391304347826,0,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",50
352,199.0,{'runtime': 12},0.5384615384615384,0.72,1702388185.399154,1e-05,199.0,12.54853105545044,0.7065217391304348,0,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",50
353,199.0,{'runtime': 20},0.8461538461538461,0.96,1702388186.88066,1e-05,199.0,21.253905057907104,0.7065217391304348,0,GINE,4,HotEdgesFull,32,16,"[1, 2]",50
354,199.0,{'runtime': 8},0.9230769230769232,1.0,1702388164.251793,1e-05,199.0,9.373589992523192,0.7934782608695652,0,GINE,3,HotEdgesFull,32,16,"[1, 2]",50
355,199.0,{'runtime': 6},0.7692307692307693,0.92,1702388162.521426,1e-05,199.0,6.878191947937012,0.7717391304347826,0,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",50
356,199.0,{'runtime': 8},0.9230769230769232,0.9,1702388159.976442,1e-05,199.0,8.763605117797852,0.75,0,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",50
357,199.0,{'runtime': 9},0.9230769230769232,0.94,1702388159.598679,1e-05,199.0,9.625811100006104,0.75,0,GINE,1,HotEdgesFull,32,16,"[1, 2]",50
358,199.0,{'runtime': 8},0.8461538461538461,0.88,1702388159.299924,1e-05,199.0,8.690835952758789,0.75,0,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",50
359,199.0,{'runtime': 9},0.9230769230769232,1.0,1702388160.963913,1e-05,199.0,10.325156927108765,0.7282608695652174,0,GINE,2,HotEdgesFull,32,16,"[1, 2]",50
360,199.0,{'runtime': 9},0.5,1.0,1702388155.043242,1e-05,199.0,10.193000078201294,0.7608695652173914,4,GlobalAttentionNet,4,HotEdgesFull,32,64,"[1, 2]",25
361,199.0,{'runtime': 12},1.0,1.0,1702388156.841592,1e-05,199.0,12.884250164031982,0.7608695652173914,4,GINE,4,HotEdgesFull,32,64,"[1, 2]",25
362,199.0,{'runtime': 8},0.5,1.0,1702388140.137121,1e-05,199.0,8.702527046203613,0.7717391304347826,4,GlobalAttentionNet,3,HotEdgesFull,32,64,"[1, 2]",25
363,199.0,{'runtime': 9},0.8333333333333334,1.0,1702388141.422865,1e-05,199.0,10.46739387512207,0.75,4,GINE,3,HotEdgesFull,32,64,"[1, 2]",25
364,199.0,{'runtime': 8},0.6666666666666666,1.0,1702388139.615956,1e-05,199.0,9.078086137771606,0.7608695652173914,4,GlobalAttentionNet,2,HotEdgesFull,32,64,"[1, 2]",25
365,199.0,{'runtime': 9},0.6666666666666666,1.0,1702388140.720534,1e-05,199.0,10.0142560005188,0.75,4,GINE,2,HotEdgesFull,32,64,"[1, 2]",25
366,199.0,{'runtime': 11},1.0,1.0,1702388136.6099122,1e-05,199.0,11.691880226135254,0.7717391304347826,4,GlobalAttentionNet,1,HotEdgesFull,32,64,"[1, 2]",25
367,199.0,{'runtime': 11},0.8333333333333334,1.0,1702388136.841343,1e-05,199.0,12.48067593574524,0.7391304347826086,4,GINE,1,HotEdgesFull,32,64,"[1, 2]",25
368,199.0,{'runtime': 15},0.6666666666666666,1.0,1702388139.367135,1e-05,199.0,15.559886932373049,0.7391304347826086,4,GINE,4,HotEdgesFull,32,32,"[1, 2]",25
369,199.0,{'runtime': 11},0.5,1.0,1702388136.162255,1e-05,199.0,11.906280040740969,0.7717391304347826,4,GlobalAttentionNet,4,HotEdgesFull,32,32,"[1, 2]",25
370,199.0,{'runtime': 7},0.5,1.0,1702388116.660355,1e-05,199.0,8.225301027297974,0.7608695652173914,4,GlobalAttentionNet,3,HotEdgesFull,32,32,"[1, 2]",25
371,199.0,{'runtime': 11},0.5,1.0,1702388117.289409,1e-05,199.0,11.690958976745604,0.75,4,GINE,3,HotEdgesFull,32,32,"[1, 2]",25
372,199.0,{'runtime': 10},0.8333333333333334,1.0,1702388114.9875,1e-05,199.0,10.831352949142456,0.7934782608695652,4,GINE,1,HotEdgesFull,32,32,"[1, 2]",25
373,199.0,{'runtime': 9},0.8333333333333334,0.9615384615384616,1702388114.694647,1e-05,199.0,9.847743034362791,0.7608695652173914,4,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",25
374,199.0,{'runtime': 9},0.5,1.0,1702388115.074721,1e-05,199.0,9.64693307876587,0.7717391304347826,4,GlobalAttentionNet,2,HotEdgesFull,32,32,"[1, 2]",25
375,199.0,{'runtime': 10},0.6666666666666666,1.0,1702388116.469812,1e-05,199.0,11.261831998825071,0.7934782608695652,4,GINE,2,HotEdgesFull,32,32,"[1, 2]",25
376,199.0,{'runtime': 10},0.6666666666666666,1.0,1702388114.188821,1e-05,199.0,10.678200960159302,0.782608695652174,4,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",25
377,199.0,{'runtime': 16},0.8333333333333334,1.0,1702388115.53376,1e-05,199.0,17.259518146514893,0.75,4,GINE,4,HotEdgesFull,32,16,"[1, 2]",25
378,199.0,{'runtime': 7},0.6666666666666666,0.6923076923076923,1702388091.695224,1e-05,199.0,8.415185928344727,0.7065217391304348,4,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",25
379,199.0,{'runtime': 9},0.8333333333333334,1.0,1702388092.564578,1e-05,199.0,9.891916990280151,0.7934782608695652,4,GINE,3,HotEdgesFull,32,16,"[1, 2]",25
380,199.0,{'runtime': 9},0.5,1.0,1702388089.7247329,1e-05,199.0,10.26869297027588,0.75,4,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",25
381,199.0,{'runtime': 10},0.8333333333333334,1.0,1702388090.911477,1e-05,199.0,11.453330039978027,0.7934782608695652,4,GINE,2,HotEdgesFull,32,16,"[1, 2]",25
382,199.0,{'runtime': 9},0.6666666666666666,0.9615384615384616,1702388089.151344,1e-05,199.0,10.392765045166016,0.7608695652173914,4,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",25
383,199.0,{'runtime': 11},0.8333333333333334,1.0,1702388089.268197,1e-05,199.0,12.303406953811646,0.7391304347826086,3,GlobalAttentionNet,4,HotEdgesFull,32,64,"[1, 2]",25
384,199.0,{'runtime': 11},0.8333333333333334,1.0,1702388089.615107,1e-05,199.0,12.115861177444458,0.7717391304347826,4,GINE,1,HotEdgesFull,32,16,"[1, 2]",25
385,199.0,{'runtime': 17},1.0,1.0,1702388088.798739,1e-05,199.0,17.85767889022827,0.6630434782608695,3,GINE,4,HotEdgesFull,32,64,"[1, 2]",25
386,199.0,{'runtime': 6},1.0,1.0,1702388069.3763788,1e-05,199.0,6.925375699996948,0.7608695652173914,3,GlobalAttentionNet,3,HotEdgesFull,32,64,"[1, 2]",25
387,199.0,{'runtime': 9},1.0,1.0,1702388066.0934038,1e-05,199.0,10.247514724731444,0.782608695652174,3,GlobalAttentionNet,2,HotEdgesFull,32,64,"[1, 2]",25
388,199.0,{'runtime': 11},0.8333333333333334,1.0,1702388068.476968,1e-05,199.0,12.095834016799929,0.6847826086956522,3,GINE,3,HotEdgesFull,32,64,"[1, 2]",25
389,199.0,{'runtime': 12},1.0,1.0,1702388065.153237,1e-05,199.0,13.10791301727295,0.8152173913043478,3,GINE,2,HotEdgesFull,32,64,"[1, 2]",25
390,108.0,,1.0,1.0,1702388061.522738,2.3263051398720672e-05,108.0,9.470396995544434,0.7717391304347826,3,GlobalAttentionNet,1,HotEdgesFull,32,64,"[1, 2]",25
391,199.0,{'runtime': 11},0.8333333333333334,1.0,1702388063.470633,1e-05,199.0,12.060073137283323,0.6413043478260869,3,GINE,1,HotEdgesFull,32,64,"[1, 2]",25
392,199.0,{'runtime': 10},0.8333333333333334,1.0,1702388061.345427,1e-05,199.0,10.937402963638306,0.7282608695652174,3,GlobalAttentionNet,4,HotEdgesFull,32,32,"[1, 2]",25
393,199.0,{'runtime': 14},0.6666666666666666,1.0,1702388065.391021,1e-05,199.0,14.950064897537231,0.7065217391304348,3,GINE,4,HotEdgesFull,32,32,"[1, 2]",25
394,199.0,{'runtime': 5},1.0,1.0,1702388045.729663,1e-05,199.0,5.779045820236206,0.7717391304347826,3,GlobalAttentionNet,3,HotEdgesFull,32,32,"[1, 2]",25
395,199.0,{'runtime': 7},0.6666666666666666,1.0,1702388047.367884,1e-05,199.0,7.502871036529541,0.6847826086956522,3,GINE,3,HotEdgesFull,32,32,"[1, 2]",25
396,199.0,{'runtime': 7},1.0,1.0,1702388042.5309591,1e-05,199.0,7.614725112915039,0.7608695652173914,3,GlobalAttentionNet,2,HotEdgesFull,32,32,"[1, 2]",25
397,199.0,{'runtime': 9},0.8333333333333334,1.0,1702388041.3615308,1e-05,199.0,10.190159797668455,0.7065217391304348,3,GINE,2,HotEdgesFull,32,32,"[1, 2]",25
398,199.0,{'runtime': 7},1.0,0.9615384615384616,1702388039.856332,1e-05,199.0,8.696123123168945,0.75,3,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",25
399,199.0,{'runtime': 8},1.0,1.0,1702388039.527665,1e-05,199.0,8.921953916549683,0.7934782608695652,3,GINE,1,HotEdgesFull,32,32,"[1, 2]",25
400,199.0,{'runtime': 7},1.0,1.0,1702388037.590231,1e-05,199.0,8.075546026229858,0.7717391304347826,3,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",25
401,199.0,{'runtime': 10},0.8333333333333334,1.0,1702388040.993526,1e-05,199.0,11.38367199897766,0.6630434782608695,3,GINE,4,HotEdgesFull,32,16,"[1, 2]",25
402,199.0,{'runtime': 7},0.8333333333333334,0.6538461538461539,1702388030.95537,1e-05,199.0,7.704493999481201,0.7065217391304348,3,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",25
403,199.0,{'runtime': 6},0.8333333333333334,1.0,1702388025.546346,1e-05,199.0,7.399386882781982,0.717391304347826,3,GINE,3,HotEdgesFull,32,16,"[1, 2]",25
404,199.0,{'runtime': 7},1.0,1.0,1702388022.764319,1e-05,199.0,7.707839012145996,0.782608695652174,3,GINE,2,HotEdgesFull,32,16,"[1, 2]",25
405,199.0,{'runtime': 5},0.8333333333333334,0.8076923076923077,1702388021.553814,1e-05,199.0,6.40176796913147,0.7391304347826086,3,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",25
406,199.0,{'runtime': 6},0.8333333333333334,1.0,1702388020.2437272,1e-05,199.0,6.909173250198364,0.6739130434782609,3,GINE,1,HotEdgesFull,32,16,"[1, 2]",25
407,199.0,{'runtime': 5},0.8333333333333334,0.8076923076923077,1702388020.965247,1e-05,199.0,6.352602005004883,0.75,3,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",25
408,199.0,{'runtime': 7},1.0,1.0,1702388017.397056,1e-05,199.0,8.247460126876831,0.7608695652173914,2,GlobalAttentionNet,4,HotEdgesFull,32,64,"[1, 2]",25
409,199.0,{'runtime': 10},1.0,1.0,1702388014.689902,1e-05,199.0,11.033578157424929,0.7934782608695652,2,GINE,4,HotEdgesFull,32,64,"[1, 2]",25
410,199.0,{'runtime': 7},1.0,1.0,1702388006.71389,1e-05,199.0,7.932502031326294,0.75,2,GlobalAttentionNet,3,HotEdgesFull,32,64,"[1, 2]",25
411,199.0,{'runtime': 7},1.0,1.0,1702388006.340981,1e-05,199.0,8.021239042282104,0.782608695652174,2,GlobalAttentionNet,2,HotEdgesFull,32,64,"[1, 2]",25
412,199.0,{'runtime': 9},1.0,1.0,1702388008.7223291,1e-05,199.0,10.33086323738098,0.6739130434782609,2,GINE,3,HotEdgesFull,32,64,"[1, 2]",25
413,199.0,{'runtime': 10},1.0,1.0,1702388005.180191,1e-05,199.0,10.679798126220703,0.75,2,GINE,2,HotEdgesFull,32,64,"[1, 2]",25
414,199.0,{'runtime': 8},1.0,1.0,1702388003.2561998,1e-05,199.0,9.86027479171753,0.7608695652173914,2,GlobalAttentionNet,1,HotEdgesFull,32,64,"[1, 2]",25
415,199.0,{'runtime': 9},1.0,1.0,1702388003.803908,1e-05,199.0,11.15721321105957,0.7391304347826086,2,GINE,1,HotEdgesFull,32,64,"[1, 2]",25
416,199.0,{'runtime': 8},1.0,1.0,1702387997.194528,1e-05,199.0,8.550748109817505,0.7717391304347826,2,GlobalAttentionNet,4,HotEdgesFull,32,32,"[1, 2]",25
417,199.0,{'runtime': 9},0.8333333333333334,1.0,1702387993.10157,1e-05,199.0,10.156004190444946,0.6739130434782609,2,GINE,4,HotEdgesFull,32,32,"[1, 2]",25
418,199.0,{'runtime': 7},1.0,1.0,1702387985.312694,1e-05,199.0,7.678335189819336,0.7717391304347826,2,GlobalAttentionNet,3,HotEdgesFull,32,32,"[1, 2]",25
419,199.0,{'runtime': 8},0.6666666666666666,1.0,1702387985.615941,1e-05,199.0,9.45276403427124,0.6630434782608695,2,GINE,3,HotEdgesFull,32,32,"[1, 2]",25
420,199.0,{'runtime': 9},1.0,1.0,1702387983.96292,1e-05,199.0,9.911077976226808,0.7608695652173914,2,GINE,2,HotEdgesFull,32,32,"[1, 2]",25
421,199.0,{'runtime': 7},1.0,1.0,1702387982.988266,1e-05,199.0,8.51676893234253,0.7391304347826086,2,GlobalAttentionNet,2,HotEdgesFull,32,32,"[1, 2]",25
422,199.0,{'runtime': 8},1.0,0.9615384615384616,1702387982.5178618,1e-05,199.0,8.942251920700073,0.717391304347826,2,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",25
423,199.0,{'runtime': 9},1.0,1.0,1702387982.889787,1e-05,199.0,10.120868921279907,0.7934782608695652,2,GINE,1,HotEdgesFull,32,32,"[1, 2]",25
424,199.0,{'runtime': 9},1.0,1.0,1702387977.707478,1e-05,199.0,10.34640908241272,0.7608695652173914,2,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",25
425,199.0,{'runtime': 9},0.8333333333333334,1.0,1702387971.991703,1e-05,199.0,10.266786098480225,0.7717391304347826,2,GINE,4,HotEdgesFull,32,16,"[1, 2]",25
426,199.0,{'runtime': 6},1.0,1.0,1702387965.013228,1e-05,199.0,7.213238954544067,0.75,2,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",25
427,199.0,{'runtime': 8},1.0,1.0,1702387965.742922,1e-05,199.0,9.301748037338257,0.782608695652174,2,GINE,3,HotEdgesFull,32,16,"[1, 2]",25
428,199.0,{'runtime': 6},1.0,0.9615384615384616,1702387963.944041,1e-05,199.0,7.399809122085571,0.75,2,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",25
429,199.0,{'runtime': 8},1.0,1.0,1702387962.7640462,1e-05,199.0,9.043743133544922,0.7608695652173914,2,GINE,2,HotEdgesFull,32,16,"[1, 2]",25
430,199.0,{'runtime': 8},1.0,1.0,1702387960.68187,1e-05,199.0,9.057774066925049,0.7934782608695652,2,GINE,1,HotEdgesFull,32,16,"[1, 2]",25
431,199.0,{'runtime': 8},1.0,0.9230769230769232,1702387960.5682728,1e-05,199.0,8.576757907867432,0.717391304347826,2,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",25
432,199.0,{'runtime': 8},1.0,1.0,1702387955.2205498,1e-05,199.0,8.592166900634766,0.7717391304347826,1,GlobalAttentionNet,4,HotEdgesFull,32,64,"[1, 2]",25
433,199.0,{'runtime': 10},0.8571428571428571,1.0,1702387951.573766,1e-05,199.0,10.87636399269104,0.8043478260869565,1,GINE,4,HotEdgesFull,32,64,"[1, 2]",25
434,199.0,{'runtime': 7},0.8571428571428571,1.0,1702387944.864584,1e-05,199.0,8.033446073532104,0.75,1,GlobalAttentionNet,3,HotEdgesFull,32,64,"[1, 2]",25
435,199.0,{'runtime': 9},0.8571428571428571,1.0,1702387945.8911,1e-05,199.0,10.453833818435667,0.7391304347826086,1,GINE,3,HotEdgesFull,32,64,"[1, 2]",25
436,199.0,{'runtime': 7},0.8571428571428571,1.0,1702387943.1339788,1e-05,199.0,8.015285730361938,0.75,1,GlobalAttentionNet,2,HotEdgesFull,32,64,"[1, 2]",25
437,199.0,{'runtime': 9},1.0,1.0,1702387943.00466,1e-05,199.0,10.119263887405396,0.782608695652174,1,GINE,2,HotEdgesFull,32,64,"[1, 2]",25
438,199.0,{'runtime': 7},1.0,1.0,1702387939.3689868,1e-05,199.0,8.59900975227356,0.7391304347826086,1,GlobalAttentionNet,1,HotEdgesFull,32,64,"[1, 2]",25
439,199.0,{'runtime': 9},0.8571428571428571,1.0,1702387940.010315,1e-05,199.0,9.804471015930176,0.7717391304347826,1,GINE,1,HotEdgesFull,32,64,"[1, 2]",25
440,199.0,{'runtime': 6},0.8571428571428571,1.0,1702387933.001059,1e-05,199.0,7.047377109527588,0.782608695652174,1,GlobalAttentionNet,4,HotEdgesFull,32,32,"[1, 2]",25
441,199.0,{'runtime': 8},1.0,1.0,1702387929.5597498,1e-05,199.0,9.392709732055664,0.6847826086956522,1,GINE,4,HotEdgesFull,32,32,"[1, 2]",25
442,199.0,{'runtime': 7},0.8571428571428571,1.0,1702387925.066684,1e-05,199.0,8.315900087356567,0.7608695652173914,1,GlobalAttentionNet,3,HotEdgesFull,32,32,"[1, 2]",25
443,199.0,{'runtime': 10},0.8571428571428571,1.0,1702387925.9150138,1e-05,199.0,10.870584726333618,0.7391304347826086,1,GINE,3,HotEdgesFull,32,32,"[1, 2]",25
444,199.0,{'runtime': 8},0.8571428571428571,1.0,1702387923.79406,1e-05,199.0,8.814716100692749,0.75,1,GlobalAttentionNet,2,HotEdgesFull,32,32,"[1, 2]",25
445,199.0,{'runtime': 11},0.8571428571428571,1.0,1702387923.7574332,1e-05,199.0,11.550706148147585,0.7934782608695652,1,GINE,2,HotEdgesFull,32,32,"[1, 2]",25
446,199.0,{'runtime': 9},0.7142857142857143,0.92,1702387918.377565,1e-05,199.0,9.6301908493042,0.7391304347826086,1,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",25
447,199.0,{'runtime': 10},0.8571428571428571,1.0,1702387919.641095,1e-05,199.0,11.257895946502686,0.782608695652174,1,GINE,1,HotEdgesFull,32,32,"[1, 2]",25
448,199.0,{'runtime': 8},0.5714285714285714,0.72,1702387914.584481,1e-05,199.0,9.2139630317688,0.7065217391304348,1,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",25
449,199.0,{'runtime': 10},0.8571428571428571,0.96,1702387909.749761,1e-05,199.0,11.029888153076172,0.7391304347826086,1,GINE,4,HotEdgesFull,32,16,"[1, 2]",25
450,199.0,{'runtime': 7},0.5714285714285714,0.72,1702387904.382905,1e-05,199.0,8.233881950378418,0.7065217391304348,1,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",25
451,199.0,{'runtime': 10},0.7142857142857143,1.0,1702387905.240581,1e-05,199.0,10.9269380569458,0.782608695652174,1,GINE,3,HotEdgesFull,32,16,"[1, 2]",25
452,199.0,{'runtime': 8},0.8571428571428571,1.0,1702387902.771696,1e-05,199.0,8.661022186279297,0.7391304347826086,1,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",25
453,199.0,{'runtime': 10},0.8571428571428571,1.0,1702387903.004832,1e-05,199.0,11.372156143188477,0.7608695652173914,1,GINE,2,HotEdgesFull,32,16,"[1, 2]",25
454,199.0,{'runtime': 9},0.5714285714285714,0.76,1702387897.563802,1e-05,199.0,9.660319089889526,0.7065217391304348,1,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",25
455,199.0,{'runtime': 10},0.8571428571428571,1.0,1702387898.192586,1e-05,199.0,10.5247540473938,0.7717391304347826,1,GINE,1,HotEdgesFull,32,16,"[1, 2]",25
456,199.0,{'runtime': 9},1.0,1.0,1702387894.504423,1e-05,199.0,9.957315921783447,0.7717391304347826,0,GlobalAttentionNet,4,HotEdgesFull,32,64,"[1, 2]",25
457,199.0,{'runtime': 10},0.7142857142857143,1.0,1702387886.248769,1e-05,199.0,11.187325954437256,0.7282608695652174,0,GINE,4,HotEdgesFull,32,64,"[1, 2]",25
458,199.0,{'runtime': 7},1.0,1.0,1702387881.715413,1e-05,199.0,7.864229202270508,0.7608695652173914,0,GlobalAttentionNet,3,HotEdgesFull,32,64,"[1, 2]",25
459,199.0,{'runtime': 9},0.7142857142857143,1.0,1702387883.986649,1e-05,199.0,10.163234949111938,0.75,0,GINE,3,HotEdgesFull,32,64,"[1, 2]",25
460,199.0,{'runtime': 6},1.0,1.0,1702387880.895738,1e-05,199.0,7.493166208267212,0.7717391304347826,0,GlobalAttentionNet,2,HotEdgesFull,32,64,"[1, 2]",25
461,199.0,{'runtime': 9},0.5714285714285714,1.0,1702387880.321739,1e-05,199.0,9.7532160282135,0.7065217391304348,0,GINE,2,HotEdgesFull,32,64,"[1, 2]",25
462,199.0,{'runtime': 9},0.7142857142857143,1.0,1702387876.311818,1e-05,199.0,10.22124695777893,0.7391304347826086,0,GINE,1,HotEdgesFull,32,64,"[1, 2]",25
463,199.0,{'runtime': 8},1.0,1.0,1702387875.576132,1e-05,199.0,9.22981095314026,0.7391304347826086,0,GlobalAttentionNet,1,HotEdgesFull,32,64,"[1, 2]",25
464,199.0,{'runtime': 7},0.7142857142857143,1.0,1702387870.950308,1e-05,199.0,7.886967182159424,0.8043478260869565,0,GlobalAttentionNet,4,HotEdgesFull,32,32,"[1, 2]",25
465,199.0,{'runtime': 8},0.7142857142857143,1.0,1702387863.410521,1e-05,199.0,9.137601137161257,0.7282608695652174,0,GINE,4,HotEdgesFull,32,32,"[1, 2]",25
466,199.0,{'runtime': 8},0.7142857142857143,1.0,1702387861.506912,1e-05,199.0,8.76712703704834,0.8043478260869565,0,GINE,3,HotEdgesFull,32,32,"[1, 2]",25
467,199.0,{'runtime': 6},1.0,1.0,1702387859.683197,1e-05,199.0,7.177566051483154,0.782608695652174,0,GlobalAttentionNet,3,HotEdgesFull,32,32,"[1, 2]",25
468,199.0,{'runtime': 6},1.0,0.96,1702387859.5356212,1e-05,199.0,7.1502110958099365,0.7717391304347826,0,GlobalAttentionNet,2,HotEdgesFull,32,32,"[1, 2]",25
469,199.0,{'runtime': 8},0.7142857142857143,1.0,1702387859.13302,1e-05,199.0,9.337306022644045,0.717391304347826,0,GINE,2,HotEdgesFull,32,32,"[1, 2]",25
470,199.0,{'runtime': 8},1.0,0.92,1702387854.478739,1e-05,199.0,8.917375087738037,0.7717391304347826,0,GlobalAttentionNet,1,HotEdgesFull,32,32,"[1, 2]",25
471,199.0,{'runtime': 9},0.7142857142857143,1.0,1702387855.038045,1e-05,199.0,9.89255404472351,0.6739130434782609,0,GINE,1,HotEdgesFull,32,32,"[1, 2]",25
472,199.0,{'runtime': 8},0.5714285714285714,0.72,1702387851.20359,1e-05,199.0,8.893415927886963,0.7065217391304348,0,GlobalAttentionNet,4,HotEdgesFull,32,16,"[1, 2]",25
473,199.0,{'runtime': 10},0.7142857142857143,1.0,1702387842.375066,1e-05,199.0,11.122308015823364,0.782608695652174,0,GINE,4,HotEdgesFull,32,16,"[1, 2]",25
474,199.0,{'runtime': 7},0.5714285714285714,0.72,1702387839.468441,1e-05,199.0,8.248739957809448,0.7065217391304348,0,GlobalAttentionNet,3,HotEdgesFull,32,16,"[1, 2]",25
475,199.0,{'runtime': 11},0.5714285714285714,1.0,1702387838.030692,1e-05,199.0,12.427913188934326,0.7282608695652174,0,GINE,3,HotEdgesFull,32,16,"[1, 2]",25
476,199.0,{'runtime': 9},0.5714285714285714,0.72,1702387835.706201,1e-05,199.0,10.188935041427612,0.7065217391304348,0,GlobalAttentionNet,2,HotEdgesFull,32,16,"[1, 2]",25
477,199.0,{'runtime': 12},0.7142857142857143,1.0,1702387836.589947,1e-05,199.0,12.740791082382202,0.7717391304347826,0,GINE,2,HotEdgesFull,32,16,"[1, 2]",25
478,199.0,{'runtime': 8},0.8571428571428571,0.84,1702387831.328197,1e-05,199.0,9.469396114349363,0.7391304347826086,0,GlobalAttentionNet,1,HotEdgesFull,32,16,"[1, 2]",25
479,199.0,{'runtime': 7},0.7142857142857143,1.0,1702387817.382265,1e-05,199.0,7.855892181396484,0.7282608695652174,0,GINE,1,HotEdgesFull,32,16,"[1, 2]",25
480,199.0,{'runtime': 18},0.8378378378378378,0.8807947019867549,1702387818.450065,1e-05,199.0,18.787601947784424,0.75,4,GlobalAttentionNet,4,HotEdgesFull,16,64,"[1, 2]",150
481,199.0,{'runtime': 45},0.8918918918918919,0.9735099337748344,1702387843.384012,1e-05,199.0,46.502501010894775,0.8043478260869565,4,GINE,4,HotEdgesFull,16,64,"[1, 2]",150
482,199.0,{'runtime': 19},0.8108108108108109,0.8609271523178808,1702387814.465653,1e-05,199.0,19.92221093177795,0.8152173913043478,4,GlobalAttentionNet,3,HotEdgesFull,16,64,"[1, 2]",150
483,199.0,{'runtime': 40},0.8918918918918919,0.9403973509933776,1702387834.9256692,1e-05,199.0,40.604209184646606,0.7934782608695652,4,GINE,3,HotEdgesFull,16,64,"[1, 2]",150
484,199.0,{'runtime': 18},0.8648648648648649,0.8807947019867549,1702387809.038314,1e-05,199.0,18.772912979125977,0.75,4,GlobalAttentionNet,2,HotEdgesFull,16,64,"[1, 2]",150
485,199.0,{'runtime': 30},0.8648648648648649,0.847682119205298,1702387815.270831,1e-05,199.0,31.12263512611389,0.7934782608695652,4,GINE,2,HotEdgesFull,16,64,"[1, 2]",150
486,199.0,{'runtime': 13},0.8648648648648649,0.8609271523178808,1702387798.022363,1e-05,199.0,14.206047058105469,0.7608695652173914,4,GlobalAttentionNet,1,HotEdgesFull,16,64,"[1, 2]",150
487,199.0,{'runtime': 15},0.8378378378378378,0.8807947019867549,1702387784.959222,1e-05,199.0,15.959007978439333,0.7717391304347826,4,GlobalAttentionNet,4,HotEdgesFull,16,32,"[1, 2]",150
488,199.0,{'runtime': 18},0.918918918918919,0.9735099337748344,1702387787.6839309,1e-05,199.0,18.74157977104187,0.8478260869565217,4,GINE,1,HotEdgesFull,16,64,"[1, 2]",150
489,199.0,{'runtime': 41},0.8918918918918919,0.9735099337748344,1702387809.637098,1e-05,199.0,42.375954151153564,0.8695652173913043,4,GINE,4,HotEdgesFull,16,32,"[1, 2]",150
490,199.0,{'runtime': 15},0.8108108108108109,0.8807947019867549,1702387780.133578,1e-05,199.0,15.585607051849363,0.7934782608695652,4,GlobalAttentionNet,3,HotEdgesFull,16,32,"[1, 2]",150
491,199.0,{'runtime': 31},0.8918918918918919,0.913907284768212,1702387788.268228,1e-05,199.0,32.34029006958008,0.7608695652173914,4,GINE,3,HotEdgesFull,16,32,"[1, 2]",150
492,199.0,{'runtime': 14},0.8378378378378378,0.8741721854304636,1702387768.38833,1e-05,199.0,15.014095067977903,0.7717391304347826,4,GlobalAttentionNet,2,HotEdgesFull,16,32,"[1, 2]",150
493,199.0,{'runtime': 26},0.8918918918918919,1.0,1702387779.386639,1e-05,199.0,26.80465602874756,0.9239130434782608,4,GINE,2,HotEdgesFull,16,32,"[1, 2]",150
494,199.0,{'runtime': 14},0.8648648648648649,0.847682119205298,1702387756.59329,1e-05,199.0,14.943912029266356,0.7717391304347826,4,GlobalAttentionNet,1,HotEdgesFull,16,32,"[1, 2]",150
495,199.0,{'runtime': 21},0.8378378378378378,0.8675496688741722,1702387758.616072,1e-05,199.0,21.849243879318237,0.7934782608695652,4,GINE,1,HotEdgesFull,16,32,"[1, 2]",150
496,199.0,{'runtime': 16},0.8648648648648649,0.8675496688741722,1702387751.147795,1e-05,199.0,17.57699489593506,0.782608695652174,4,GlobalAttentionNet,4,HotEdgesFull,16,16,"[1, 2]",150
