test_acc,runtime,train_acc,system,representation
1.0,0.239084708,0.0,Aleph,node_only
1.0,0.179859584,0.0,Aleph,node_edge
0.5,71.565668125,0.0,Aleph,edge_based
1.0,0.227756375,0.0,Aleph,Klog
