dataset,representation,graph_kernel,C,svm_kernel,train_accuracy,test_accuracy
train,node_only,weisfeiler_lehman,100000,linear,1.0,0.9375
train,node_only,weisfeiler_lehman,100000,precomputed,1.0,0.95
train,node_only,weisfeiler_lehman,100000,rbf,1.0,0.9625
train,node_only,weisfeiler_lehman,100000,poly,1.0,0.925
train,node_only,weisfeiler_lehman,10000,linear,1.0,0.9375
train,node_only,weisfeiler_lehman,10000,precomputed,1.0,0.95
train,node_only,weisfeiler_lehman,10000,rbf,1.0,0.9625
train,node_only,weisfeiler_lehman,10000,poly,1.0,0.925
train,node_only,weisfeiler_lehman,1000,linear,1.0,0.9375
train,node_only,weisfeiler_lehman,1000,precomputed,1.0,0.95
train,node_only,weisfeiler_lehman,1000,rbf,1.0,0.9625
train,node_only,weisfeiler_lehman,1000,poly,1.0,0.925
train,node_only,weisfeiler_lehman,100,linear,1.0,0.9375
train,node_only,weisfeiler_lehman,100,precomputed,1.0,0.95
train,node_only,weisfeiler_lehman,100,rbf,1.0,0.9625
train,node_only,weisfeiler_lehman,100,poly,1.0,0.925
train,node_only,weisfeiler_lehman,10,linear,1.0,0.9375
train,node_only,weisfeiler_lehman,10,precomputed,1.0,0.95
train,node_only,weisfeiler_lehman,10,rbf,1.0,0.9625
train,node_only,weisfeiler_lehman,10,poly,1.0,0.925
train,node_edge,weisfeiler_lehman,100000,linear,0.9968354430379747,0.5833333333333334
train,node_edge,weisfeiler_lehman,100000,precomputed,0.9968354430379747,0.5595238095238095
train,node_edge,weisfeiler_lehman,100000,rbf,0.9968354430379747,0.5357142857142857
train,node_edge,weisfeiler_lehman,100000,poly,0.9968354430379747,0.5833333333333334
train,node_edge,weisfeiler_lehman,10000,linear,0.9968354430379747,0.5833333333333334
train,node_edge,weisfeiler_lehman,10000,precomputed,0.9968354430379747,0.5595238095238095
train,node_edge,weisfeiler_lehman,10000,rbf,0.9968354430379747,0.5357142857142857
train,node_edge,weisfeiler_lehman,10000,poly,0.9968354430379747,0.5833333333333334
train,node_edge,weisfeiler_lehman,1000,linear,0.9968354430379747,0.5833333333333334
train,node_edge,weisfeiler_lehman,1000,precomputed,0.9968354430379747,0.5595238095238095
train,node_edge,weisfeiler_lehman,1000,rbf,0.9968354430379747,0.5357142857142857
train,node_edge,weisfeiler_lehman,1000,poly,0.9968354430379747,0.5833333333333334
