dataset,representation,graph_kernel,C,svm_kernel,train_accuracy,test_accuracy
cyclic,Klog,weisfeiler_lehman,10000,rbf,1.0,1.0
cyclic,Klog,weisfeiler_lehman,10000,poly,1.0,1.0
cyclic,Klog,weisfeiler_lehman,1000,linear,1.0,1.0
cyclic,Klog,weisfeiler_lehman,1000,precomputed,1.0,1.0
cyclic,Klog,weisfeiler_lehman,1000,rbf,1.0,1.0
cyclic,Klog,weisfeiler_lehman,1000,poly,1.0,1.0
cyclic,Klog,weisfeiler_lehman,100,linear,1.0,1.0
cyclic,Klog,weisfeiler_lehman,100,precomputed,1.0,1.0
cyclic,Klog,weisfeiler_lehman,100,rbf,1.0,1.0
cyclic,Klog,weisfeiler_lehman,100,poly,1.0,1.0
cyclic,Klog,weisfeiler_lehman,10,linear,1.0,1.0
cyclic,Klog,weisfeiler_lehman,10,precomputed,1.0,1.0
cyclic,Klog,weisfeiler_lehman,10,rbf,0.9945054945054945,1.0
cyclic,Klog,weisfeiler_lehman,10,poly,1.0,1.0
